id,time_key,product_key,promotion_key,store_key,dollar_sales,unit_sales,dollar_cost,customer_count
1504,32,9,11,20,54.29,92,46.22,84
1505,33,9,11,16,28.42,48,24.31,48
1506,34,9,11,5,10.39,18,9.05,13
1507,35,9,11,16,20.65,35,16.7,28
1508,36,9,11,18,26.18,44,22.06,42
1509,37,9,11,9,50.36,85,43.5,59
1510,38,9,11,7,4.54,8,3.99,4
1511,39,9,11,7,3.22,5,2.75,5
1512,40,9,11,9,20.52,35,18.46,28
1513,41,9,11,8,3.26,6,2.82,5
1514,42,9,11,2,28.18,48,24.52,32
1515,43,9,11,6,46.4,79,38.34,43
1516,44,9,11,15,10.67,18,8.64,17
1517,45,9,11,4,18.08,31,15.9,20
1518,46,9,7,11,48.32,91,43.86,70
1519,47,9,7,18,23.83,45,22.39,26
1520,48,9,7,1,23.02,43,20.78,37
1521,49,9,7,7,28.24,53,26.71,32
1522,50,9,7,19,38.91,73,35.93,57
1523,51,9,7,17,5.09,10,4.59,8
1524,52,9,7,3,24.5,46,23.44,42
1525,53,9,7,15,17.63,33,17.07,17
1526,54,9,7,9,37.98,72,36.55,66
1527,55,9,7,3,52.68,99,52.61,78
1528,56,9,7,5,13.17,25,12.69,20
1529,57,9,7,11,2.06,4,1.88,4
1530,58,9,7,19,14.9,28,14.1,26
1531,59,9,7,11,34.58,65,31.57,56
1532,60,9,7,1,42.04,79,39.83,51
1533,61,9,7,17,28.15,53,27.67,44
1534,62,9,11,17,51.44,87,46.06,49
1535,63,9,11,11,28.1,48,23.95,41
1536,64,9,11,13,17.77,30,14.83,16
1537,65,9,11,4,42.97,73,35.22,37
1538,66,9,11,17,34.79,59,29.41,33
1539,67,9,11,17,17.62,30,15.19,21
1540,68,9,11,9,18.27,31,15.84,30
1541,69,9,11,19,5.83,10,5.15,5
1542,70,9,11,7,56.96,97,45.75,72
1543,71,9,11,11,55.59,94,44.86,55
1544,72,9,11,3,10.76,18,9.1,15
1545,73,9,11,2,21.63,37,19.42,19
1546,74,9,11,8,41.72,71,33.58,70
1547,75,9,11,17,23.63,40,18.99,30
1548,76,9,11,14,38.18,65,34.01,64
1549,77,9,11,2,33.45,57,26.96,56
1550,78,9,11,5,53.31,90,44.25,88
1551,79,9,11,19,22.22,38,18.26,36
1552,80,9,11,20,56.13,95,49.64,89
1553,81,9,11,12,20.08,34,17.02,30
1554,82,9,11,19,21.92,37,18.41,26
1555,83,9,11,12,46.11,78,40.07,64
1556,84,9,11,10,47.01,80,41.01,49
1557,85,9,11,15,57.9,98,50.09,59
1558,86,9,11,2,10.05,17,8.27,13
1559,87,9,11,16,25.79,44,22.72,28
1560,88,9,11,17,28.31,48,23.27,33
1561,89,9,11,16,15.66,27,13.43,18
1562,90,9,11,1,21.75,37,18.78,28
1563,91,9,11,8,1.77,3,1.47,2
1564,92,9,11,9,16.67,28,13.42,20
1565,93,9,11,5,31.15,53,26.63,37
1566,94,9,11,7,3.48,6,2.93,5
1567,95,9,11,12,18.51,31,16.25,16
1568,96,9,11,19,6.64,11,5.34,7
1569,97,9,11,17,58.52,99,48.11,71
1570,98,9,11,5,36.85,62,31.29,49
1571,99,9,11,15,33.18,56,27.15,47
1572,100,9,11,18,23.25,39,19.79,22
1573,101,9,11,5,20.42,35,18.04,31
1574,102,9,11,15,14.97,25,12.49,13
1575,103,9,11,10,16.18,27,14.29,22
1576,104,9,11,14,12.33,21,10.79,17
1577,105,9,11,11,33.81,57,29.61,43
1578,106,9,11,13,41.68,71,36.5,61
1579,107,9,11,18,7.29,12,6.22,6
1580,108,9,11,3,40.51,69,36.24,48
1581,109,9,11,7,1.64,3,1.35,2
1582,110,9,11,16,19.43,33,17.02,22
1583,111,9,11,7,9.74,17,8.69,13
1584,112,9,11,14,38.05,64,31.21,48
1585,113,9,11,15,45.16,77,37.99,51
1586,114,9,11,5,18.97,32,16.72,22
1587,115,9,11,3,16.88,29,13.77,19
1588,116,9,11,6,28.37,48,25.23,26
1589,117,9,11,5,7.01,12,6.04,7
1590,118,9,11,7,14.8,25,12.25,18
1591,119,9,11,14,53.71,91,47.13,56
1592,120,9,11,9,18.37,31,15.11,29
1593,121,9,11,18,31.16,53,27.45,42
1594,122,9,11,13,48.28,82,39.19,64
1595,123,9,11,14,56.1,95,49.66,79
1596,124,9,11,9,21.43,36,17.34,26
1597,125,9,11,15,36.43,62,30.83,34
1598,126,9,11,16,51.59,87,45.59,87
1599,127,9,11,17,0.75,1,0.63,1
1600,128,9,11,18,36.28,61,29.41,41
1601,129,9,11,10,30.91,52,26.16,31
1602,130,9,11,11,40.42,69,35.17,60
1603,131,9,11,15,49.97,85,44.63,68
1604,132,9,11,10,40.46,69,36.34,58
1605,133,9,11,15,28.05,48,23.68,24
1606,134,9,11,2,26.35,45,21.57,28
1607,135,9,11,14,3.11,5,2.65,4
1608,136,9,11,19,57.7,98,46.58,87
1609,137,9,11,14,36.5,62,30.19,31
1610,138,9,8,19,2.74,5,2.65,3
1611,139,9,8,7,1.67,3,1.62,3
1612,140,9,8,7,3.52,7,3.21,5
1613,141,9,8,2,5.18,10,5.08,8
1614,142,9,8,14,5.56,10,5.2,7
1615,143,9,8,1,10.04,19,9.11,17
1616,144,9,8,15,17.99,34,17.61,27
1617,145,9,8,12,20.23,38,18.05,21
1618,146,9,8,2,9.98,19,9.68,10
1619,147,9,8,15,20.68,39,18.56,36
1620,148,9,8,13,47.15,89,42.65,85
1621,149,9,8,19,44.69,84,40.01,43
1622,150,9,8,11,19.99,38,18.77,24
1623,151,9,8,2,34.96,66,31.71,38
1624,152,9,8,8,34.55,65,34.41,45
1625,153,9,8,1,30.96,58,30.69,41
1626,154,9,11,12,0.26,0,0.23,0
1627,155,9,11,16,7.95,13,7.03,7
1628,156,9,11,2,47.18,80,39.22,47
1629,157,9,11,7,30.6,52,25.07,42
1630,158,9,11,3,40.14,68,34.24,54
1631,159,9,11,2,16.26,28,13.89,25
1632,160,9,11,8,22.6,38,19.48,26
1633,161,9,11,15,41.29,70,33.12,44
1634,162,9,11,3,32.6,55,28.5,47
1635,163,9,11,13,18.2,31,15.29,25
1636,164,9,11,2,12.75,22,11.46,20
1637,165,9,11,10,52.69,89,44.43,58
1638,166,9,11,8,48.7,83,42.48,66
1639,167,9,11,14,55.11,93,44.77,89
1640,168,9,11,3,1.22,2,1.08,2
1641,169,9,11,5,24.16,41,21.26,35
1642,170,9,11,18,30.92,52,26.17,30
1643,171,9,11,3,16.54,28,13.47,27
1644,172,9,11,3,48.22,82,41.57,48
1645,173,9,11,12,10.74,18,9.27,18
1646,174,9,11,19,30.17,51,25.45,42
1647,175,9,11,9,6.18,10,5.56,9
1648,176,9,11,9,33.29,56,26.88,56
1649,177,9,11,18,5.52,9,4.75,6
1650,178,9,11,2,44.35,75,39.07,57
1651,179,9,11,5,14.64,25,13.14,21
1652,180,9,11,8,2.9,5,2.43,3
1653,181,9,11,2,32.79,56,28.81,34
1654,182,9,11,14,48.88,83,43.48,64
1655,183,9,11,9,19.89,34,15.94,33
1656,184,9,11,19,1.74,3,1.54,3
1657,1,10,11,17,19.85,34,16.25,18
1658,2,10,11,9,41.8,71,37.02,39
1659,3,10,11,14,43.53,74,38.4,64
1660,4,10,11,4,36.76,62,31.71,59
1661,5,10,11,5,37.64,64,32.05,52
1662,6,10,11,6,44.72,76,38.72,42
1663,7,10,11,15,44.75,76,37.1,76
1664,8,10,11,14,55.96,95,50.28,50
1665,9,10,11,5,25.11,43,20.55,38
1666,10,10,11,14,0.48,1,0.4,1
1667,11,10,11,9,6.09,10,4.94,6
1668,12,10,11,8,0.95,2,0.8,1
1669,13,10,11,15,0.32,1,0.27,0
1670,14,10,11,14,39.59,67,32.11,56
1671,15,10,11,16,33.89,57,29.53,47
1672,16,10,11,13,51.23,87,43.06,76
1673,17,10,11,15,50.27,85,43.34,77
1674,18,10,11,1,53.4,91,46.86,83
1675,19,10,11,3,1.57,3,1.3,2
1676,20,10,11,4,57.28,97,46.22,54
1677,21,10,11,19,40.57,69,34.18,59
1678,22,10,11,12,48.98,83,43.92,67
1679,23,10,11,19,33.55,57,28.28,54
1680,24,10,11,3,50.28,85,42.24,61
1681,25,10,11,5,47.75,81,40.21,76
1682,26,10,11,16,46.86,79,40.77,71
1683,27,10,11,11,1.07,2,0.9,1
1684,28,10,11,5,58.75,100,49.99,86
1685,29,10,11,15,39.39,67,33.75,51
1686,30,10,11,18,52.4,89,45.93,80
1687,31,10,11,4,35.58,60,29.71,46
1688,32,10,11,8,57.75,98,47.53,89
1689,33,10,11,1,40.98,69,36.42,56
1690,34,10,11,14,41.98,71,35.38,59
1691,35,10,11,6,54.06,92,45.02,50
1692,36,10,11,9,51.01,86,45.58,80
1693,37,10,11,13,22.51,38,18.49,33
1694,38,10,11,8,22.92,39,19.2,22
1695,39,10,11,5,6.93,12,6.01,9
1696,40,10,11,1,36.47,62,29.97,49
1697,41,10,11,5,13.25,22,11.76,18
1698,42,10,11,16,55.17,94,44.26,48
1699,43,10,11,19,36.6,62,31.51,39
1700,44,10,11,7,13.29,23,11.1,18
1701,45,10,11,7,40.99,69,36.1,36
1702,46,10,7,3,26.69,50,26.62,36
1703,47,10,7,4,16.23,31,15.44,25
1704,48,10,7,18,12.25,23,11.1,23
1705,49,10,7,1,1.1,2,1.03,2
1706,50,10,7,8,14.31,27,13.09,17
1707,51,10,7,4,41.8,79,40.67,54
1708,52,10,7,18,24.68,46,23.15,31
1709,53,10,7,6,52.14,98,48.46,79
1710,54,10,7,4,8.74,16,8.55,16
1711,55,10,7,17,26.3,50,24.73,25
1712,56,10,7,19,10.21,19,9.92,12
1713,57,10,7,8,40.21,76,36.81,62
1714,58,10,7,8,3.11,6,3.08,5
1715,59,10,7,10,45.72,86,45.47,45
1716,60,10,7,12,23.43,44,21.55,23
1717,61,10,7,1,10.11,19,9.6,11
1718,62,10,11,18,12.86,22,10.98,18
1719,63,10,11,20,12.22,21,10.77,11
1720,64,10,11,6,34.2,58,28.24,34
1721,65,10,11,15,18.03,31,14.94,29
1722,66,10,11,15,0.46,1,0.39,1
1723,67,10,11,7,52.44,89,44.82,77
1724,68,10,11,14,8.58,15,7.19,12
1725,69,10,11,8,4.37,7,3.76,5
1726,70,10,11,9,49.85,84,40.53,81
1727,71,10,11,6,40.35,68,33.82,62
1728,72,10,11,19,54.43,92,46.87,68
1729,73,10,11,6,25.26,43,22.11,33
1730,74,10,11,9,23.66,40,19.98,26
1731,75,10,11,12,25.59,43,21.39,32
1732,76,10,11,10,16,27,13.08,16
1733,77,10,11,2,31.17,53,25.95,38
1734,78,10,11,2,3.29,6,2.65,3
1735,79,10,11,19,55.1,93,47.65,68
1736,80,10,11,3,50.18,85,42.67,62
1737,81,10,11,7,39.81,67,35.16,59
1738,82,10,11,11,22.16,38,18.65,35
1739,83,10,11,13,8.69,15,7.34,14
1740,84,10,11,13,27.47,47,24.61,33
1741,85,10,11,12,36.88,63,29.81,61
1742,86,10,11,7,45.81,78,41.05,49
1743,87,10,11,16,17.06,29,14.4,28
1744,88,10,11,15,39.58,67,34.35,51
1745,89,10,11,18,13.52,23,10.93,17
1746,90,10,11,11,17.22,29,14.54,28
1747,91,10,11,19,33.31,56,29.52,39
1748,92,10,11,2,15.71,27,13.67,23
1749,93,10,11,9,25.79,44,21.22,43
1750,94,10,11,9,13.09,22,10.89,17
1751,95,10,11,13,6.53,11,5.79,9
1752,96,10,11,6,0.63,1,0.56,1
1753,97,10,11,15,36.7,62,30.07,54
1754,98,10,11,6,4.39,7,3.61,6
1755,99,10,11,1,46.17,78,41.06,68
1756,100,10,11,4,20.73,35,18.07,24
1757,101,10,11,18,20.13,34,17.87,24
1758,102,10,11,5,15.63,26,12.89,14
1759,103,10,11,8,12.61,21,10.24,19
1760,104,10,11,7,33.95,58,30.51,57
1761,105,10,11,2,55.1,93,48.57,80
1762,106,10,11,7,7.53,13,6.52,7
1763,107,10,11,2,43.34,73,37.32,49
1764,108,10,11,10,45.53,77,37.79,61
1765,109,10,11,18,53.84,91,43.27,83
1766,110,10,11,19,58.64,99,51.69,80
1767,111,10,11,13,22.83,39,18.97,30
1768,112,10,11,5,1.98,3,1.62,2
1769,113,10,11,14,35.57,60,28.91,40
1770,114,10,11,9,30.7,52,24.66,47
1771,115,10,11,15,12.34,21,10.07,18
1772,116,10,11,10,47.31,80,41.6,61
1773,117,10,11,3,33.15,56,26.76,34
1774,118,10,11,1,56.34,95,49.65,80
1775,119,10,11,6,49.67,84,41.75,76
1776,120,10,11,1,48.54,82,39.02,46
1777,121,10,11,13,16.3,28,14.03,25
1778,122,10,11,16,1.11,2,0.92,1
1779,123,10,11,5,56.23,95,49.82,63
1780,124,10,11,1,34.22,58,28.92,31
1781,125,10,11,9,29.76,50,25.37,38
1782,126,10,11,14,13.81,23,11.72,19
1783,127,10,11,2,27.58,47,23.61,41
1784,128,10,11,11,26.73,45,22.61,32
1785,129,10,11,11,50.19,85,41.8,77
1786,130,10,11,16,11.67,20,9.88,13
1787,131,10,11,7,40.68,69,34.22,65
1788,132,10,11,4,30.09,51,25.34,36
1789,133,10,11,6,24.22,41,20.94,27
1790,134,10,11,13,0.86,1,0.75,1
1791,135,10,11,12,47.55,81,38.85,50
1792,136,10,11,11,56.33,95,47.58,68
1793,137,10,11,8,20.77,35,18.67,26
1794,138,10,8,11,6.59,12,6.16,12
1795,139,10,8,7,39.68,75,37.14,54
1796,140,10,8,10,26.91,51,24.44,39
1797,141,10,8,18,14.4,27,13.77,23
1798,142,10,8,14,22.39,42,22.08,36
1799,143,10,8,13,11.6,22,10.69,13
1800,144,10,8,5,26,49,25.67,41
1801,145,10,8,19,21.09,40,18.76,29
1802,146,10,8,18,12.51,24,12.39,16
1803,147,10,8,9,21.57,41,20.83,28
1804,148,10,8,19,3.93,7,3.75,6
1805,149,10,8,19,17.97,34,16.29,22
1806,150,10,8,14,44.18,83,40.76,81
1807,151,10,8,16,23.49,44,22.28,28
1808,152,10,8,7,37.82,71,37.64,61
1809,153,10,8,8,32.57,61,29.69,46
1810,154,10,11,7,39.32,67,34.7,50
1811,155,10,11,6,48.61,82,43.15,49
1812,156,10,11,5,35.91,61,30.2,49
1813,157,10,11,17,5.24,9,4.47,7
1814,158,10,11,14,49.94,85,43.96,53
1815,159,10,11,3,53.84,91,44.51,60
1816,160,10,11,6,26.58,45,22.88,25
1817,161,10,11,7,22.96,39,19.42,29
1818,162,10,11,11,26.95,46,22.51,39
1819,163,10,11,13,1.53,3,1.35,2
1820,164,10,11,15,25.85,44,21.36,34
1821,165,10,11,2,31.72,54,26.84,37
1822,166,10,11,9,42.41,72,34.44,72
1823,167,10,11,7,1.28,2,1.15,2
1824,168,10,11,1,30.44,52,25.42,40
1825,169,10,11,10,9.87,17,8.11,12
1826,170,10,11,11,31.73,54,27.63,36
1827,171,10,11,4,23.99,41,20.01,24
1828,172,10,11,5,16.64,28,14.13,25
1829,173,10,11,5,36.99,63,30.62,35
1830,174,10,11,7,39.59,67,32.38,60
1831,175,10,11,2,39.82,67,34.47,53
1832,176,10,11,1,30.6,52,26.04,46
1833,177,10,11,4,10.57,18,9.23,15
1834,178,10,11,4,46.79,79,38.31,74
1835,179,10,11,14,28.93,49,23.94,43
1836,180,10,11,11,28.45,48,25.35,47
1837,181,10,11,16,30.14,51,24.75,28
1838,182,10,11,16,35.61,60,31.53,55
1839,183,10,11,4,41.48,70,33.59,41
1840,184,10,11,19,40.57,69,35.35,53
1841,1,11,11,7,14.26,24,11.64,12
1842,2,11,11,17,7.58,13,6.52,8
1843,3,11,11,12,24.28,41,21.08,23
1844,4,11,11,3,8.58,15,7.71,8
1845,5,11,11,2,41.83,71,35.38,69
1846,6,11,11,20,51.77,88,44.24,81
1847,7,11,11,1,16.23,28,14.24,15
1848,8,11,11,20,32.86,56,28.07,38
1849,9,11,11,1,53.63,91,44.54,59
1850,10,11,11,9,25.93,44,21.07,34
1851,11,11,11,17,40.24,68,35.1,67
1852,12,11,11,6,40.1,68,33.33,64
1853,13,11,11,3,54.61,93,48.01,55
1854,14,11,11,20,57.64,98,47.11,79
1855,15,11,11,9,29,49,23.21,35
1856,16,11,11,15,21.85,37,18.2,24
1857,17,11,11,14,25.98,44,22.33,43
1858,18,11,11,6,6.56,11,5.25,9
1859,19,11,11,19,45.74,78,37.3,48
1860,20,11,11,17,0.42,1,0.36,0
1861,21,11,11,8,25.13,43,21.5,34
1862,22,11,11,4,11.74,20,9.79,11
1863,23,11,11,10,29.93,51,25.98,44
1864,24,11,11,7,24.67,42,22.11,32
1865,25,11,11,17,3.18,5,2.77,3
1866,26,11,11,4,23.05,39,18.54,28
1867,27,11,11,9,37.22,63,32.82,33
1868,28,11,11,10,39.22,66,31.43,42
1869,29,11,11,7,28.38,48,23.19,46
1870,30,11,11,6,23.42,40,19.4,23
1871,31,11,11,3,6.71,11,5.85,9
1872,32,11,11,16,51.67,88,42.32,67
1873,33,11,11,7,28.92,49,23.53,31
1874,34,11,11,11,48.11,82,41.35,73
1875,35,11,11,16,12.62,21,10.97,11
1876,36,11,11,20,41.31,70,34.54,47
1877,37,11,11,4,22.46,38,18.58,32
1878,38,11,11,1,41.9,71,33.88,37
1879,39,11,11,4,58.7,99,50.4,95
1880,40,11,11,2,0.66,1,0.57,1
1881,41,11,11,7,6.44,11,5.33,8
1882,42,11,11,3,25.88,44,20.72,27
1883,43,11,11,1,5.41,9,4.63,6
1884,44,11,11,13,50.62,86,45.17,46
1885,45,11,11,7,40.12,68,34.85,35
1886,46,11,7,18,24.88,47,22.26,26
1887,47,11,7,1,2.08,4,1.87,3
1888,48,11,7,6,26.52,50,25.15,38
1889,49,11,7,3,52.98,100,49.7,90
1890,50,11,7,16,26.71,50,25.3,30
1891,51,11,7,8,44.25,83,41.24,73
1892,52,11,7,6,25.21,47,24.01,43
1893,53,11,7,9,50.68,95,49.16,82
1894,54,11,7,20,15.65,29,14.15,25
1895,55,11,7,7,36.53,69,35.76,61
1896,56,11,7,13,14.06,26,13.24,20
1897,57,11,7,6,7.58,14,7.1,7
1898,58,11,7,19,37.82,71,35.04,69
1899,59,11,7,3,49.74,94,45.3,68
1900,60,11,7,5,43.43,82,43.29,74
1901,61,11,7,6,43.47,82,39.14,49
1902,62,11,11,6,4.13,7,3.41,5
1903,63,11,11,1,27.44,47,23.87,45
1904,64,11,11,3,0.35,1,0.28,0
1905,65,11,11,2,58.14,99,46.74,66
1906,66,11,11,5,8.51,14,7.34,13
1907,67,11,11,15,53.9,91,44.27,49
1908,68,11,11,19,48.87,83,39.88,43
1909,69,11,11,1,18.66,32,15.49,19
1910,70,11,11,6,58.49,99,48.15,62
1911,71,11,11,13,0.16,0,0.14,0
1912,72,11,11,9,20.22,34,16.92,24
1913,73,11,11,4,3.17,5,2.79,5
1914,74,11,11,2,10.44,18,8.36,11
1915,75,11,11,7,35.53,60,30.45,58
1916,76,11,11,2,38.74,66,34.05,42
1917,77,11,11,6,54.52,92,48.29,89
1918,78,11,11,12,57.63,98,49.46,87
1919,79,11,11,17,56.2,95,48.58,75
1920,80,11,11,15,16.38,28,13.44,23
1921,81,11,11,3,34.01,58,30.19,46
1922,82,11,11,4,35.86,61,31.05,48
1923,83,11,11,11,10.99,19,8.8,14
1924,84,11,11,6,18.34,31,16.09,19
1925,85,11,11,19,1.05,2,0.88,2
1926,86,11,11,5,20.15,34,17.33,27
1927,87,11,11,7,23.98,41,21.37,30
1928,88,11,11,18,38.33,65,33.65,58
1929,89,11,11,5,26.11,44,23.29,39
1930,90,11,11,8,37.99,64,30.42,51
1931,91,11,11,20,57.61,98,48.49,77
1932,92,11,11,1,44.92,76,37.86,44
1933,93,11,11,11,9.8,17,8.79,10
1934,94,11,11,14,23.58,40,19.69,40
1935,95,11,11,17,7.1,12,6.29,11
1936,96,11,11,11,43.51,74,35.09,66
1937,97,11,11,4,34.98,59,29.68,45
1938,98,11,11,6,37.19,63,32.11,46
1939,99,11,11,13,58.52,99,51.76,69
1940,100,11,11,19,36.49,62,30.59,37
1941,101,11,11,2,50.94,86,43.77,72
1942,102,11,11,11,4.74,8,4.23,7
1943,103,11,11,16,14.92,25,12.6,21
1944,104,11,11,19,47.78,81,42.89,48
1945,105,11,11,4,35.57,60,31.96,58
1946,106,11,11,17,32.66,55,26.63,43
1947,107,11,11,20,5.33,9,4.35,5
1948,108,11,11,7,16.75,28,14.64,22
1949,109,11,11,4,33.22,56,29.8,45
1950,110,11,11,1,14.28,24,11.46,17
1951,111,11,11,10,28.34,48,23.05,24
1952,112,11,11,7,1.98,3,1.68,2
1953,113,11,11,4,30.21,51,26.61,34
1954,114,11,11,12,17.89,30,15.01,28
1955,115,11,11,10,41.63,71,35.69,56
1956,116,11,11,2,45.75,78,40.94,54
1957,117,11,11,17,22.14,38,18.32,37
1958,118,11,11,14,40.61,69,35.39,59
1959,119,11,11,15,7.06,12,5.98,10
1960,120,11,11,14,53.28,90,46.27,49
1961,121,11,11,8,36.91,63,31.48,46
1962,122,11,11,15,13.04,22,11.52,16
1963,123,11,11,9,9.6,16,8.25,15
1964,124,11,11,18,40.68,69,35.45,37
1965,125,11,11,9,54.58,93,44.41,63
1966,126,11,11,1,54.59,93,49.06,66
1967,127,11,11,8,37.06,63,31.89,58
1968,128,11,11,2,43.72,74,35.12,72
1969,129,11,11,11,0.85,1,0.71,1
1970,130,11,11,17,35.56,60,28.76,30
1971,131,11,11,7,10.43,18,8.96,11
1972,132,11,11,20,41.31,70,35.21,57
1973,133,11,11,6,50.38,85,40.93,67
1974,134,11,11,8,39.08,66,32.09,65
1975,135,11,11,15,6.13,10,5.35,7
1976,136,11,11,8,11.71,20,9.49,19
1977,137,11,11,11,0.86,1,0.69,1
1978,138,11,8,8,10.45,20,9.76,12
1979,139,11,8,11,18.79,35,17.19,23
1980,140,11,8,10,3.19,6,2.88,4
1981,141,11,8,1,16.91,32,15.53,16
1982,142,11,8,18,16.58,31,15.94,31
1983,143,11,8,5,41.74,79,39.93,55
1984,144,11,8,14,40.07,75,39.85,50
1985,145,11,8,1,38.69,73,36.55,43
1986,146,11,8,2,37.43,70,34.03,53
1987,147,11,8,10,36.67,69,32.76,66
1988,148,11,8,19,5.3,10,5.29,6
1989,149,11,8,7,26.07,49,24.78,31
1990,150,11,8,10,26.05,49,25.94,25
1991,151,11,8,13,29.4,55,26.56,52
1992,152,11,8,15,11.47,22,11.04,15
1993,153,11,8,13,27.82,52,25.47,29
1994,154,11,11,10,16.63,28,14.07,16
1995,155,11,11,12,4.36,7,3.86,4
1996,156,11,11,19,42.95,73,38.33,54
1997,157,11,11,2,3.5,6,2.95,4
1998,158,11,11,1,30.47,52,26.44,51
1999,159,11,11,19,25.19,43,21.98,41
2000,160,11,11,10,12.89,22,11.38,20
2001,161,11,11,16,31.49,53,26.3,49
2002,162,11,11,11,2.09,4,1.76,2
2003,163,11,11,8,46.13,78,38.39,55
2004,164,11,11,10,54.96,93,46.51,89
2005,165,11,11,4,42.92,73,35.43,70
2006,166,11,11,2,53.78,91,47.01,70
2007,167,11,11,9,3.93,7,3.5,5
2008,168,11,11,12,42.78,73,34.49,52
2009,169,11,11,19,9.27,16,7.54,8
2010,170,11,11,19,31.08,53,27.49,43
2011,171,11,11,5,58,98,49.05,63
2012,172,11,11,10,16.23,28,13.65,22
2013,173,11,11,17,42.16,71,37.5,61
2014,174,11,11,4,53.17,90,47.71,78
2015,175,11,11,14,16.14,27,14.19,26
2016,176,11,11,18,31.13,53,26.41,31
2017,177,11,11,4,32.96,56,28.37,30
2018,178,11,11,15,43.14,73,35.05,66
2019,179,11,11,13,4.57,8,4.02,5
2020,180,11,11,2,19.9,34,16.77,20
2021,181,11,11,17,8.32,14,7.37,11
2022,182,11,11,8,34.91,59,29.4,45
2023,183,11,11,18,31.1,53,25.06,52
2024,184,11,11,8,14.19,24,11.59,22
2025,1,12,11,8,57.02,97,50.98,89
2026,2,12,11,17,39.09,66,32.74,47
2027,3,12,11,4,19.61,33,17.58,26
2028,4,12,11,2,4.62,8,3.83,7
2029,5,12,11,18,14.13,24,11.54,15
2030,6,12,11,8,41.35,70,36.27,68
2031,7,12,11,14,51.9,88,42.38,73
2032,8,12,11,17,58.11,98,52.14,89
2033,9,12,11,18,7.58,13,6.33,9
2034,10,12,11,20,22.33,38,19.33,33
2035,11,12,11,2,22.18,38,19.41,30
2036,12,12,11,20,55.02,93,44.21,51
2037,13,12,11,1,30.1,51,25.13,37
2038,14,12,11,15,47.02,80,39.58,45
2039,15,12,11,19,15.7,27,13.14,15
2040,16,12,11,11,3.67,6,2.98,5
2041,17,12,11,2,26.12,44,22.59,33
2042,18,12,11,19,20.45,35,16.83,27
2043,19,12,11,6,35.49,60,31.18,57
2044,20,12,11,12,13.65,23,11.96,18
2045,21,12,11,6,33.8,57,28.16,55
2046,22,12,11,6,24.71,42,20.39,36
2047,23,12,11,7,47.39,80,41.43,61
2048,24,12,11,13,28.66,49,23.51,25
2049,25,12,11,1,44.2,75,39.17,53
2050,26,12,11,17,29.87,51,24.43,41
2051,27,12,11,17,50.67,86,44.23,57
2052,28,12,11,1,38.61,65,33.33,39
2053,29,12,11,9,25.66,43,20.87,41
2054,30,12,11,18,56.08,95,47.89,81
2055,31,12,11,7,38.16,65,34.16,58
2056,32,12,11,15,34.84,59,29.99,38
2057,33,12,11,20,28.29,48,23.28,42
2058,34,12,11,1,12.08,20,10.73,12
2059,35,12,11,3,12.68,21,10.68,19
2060,36,12,11,12,19.86,34,16.84,29
2061,37,12,11,11,56.96,97,45.74,70
2062,38,12,11,1,34.63,59,29.61,49
2063,39,12,11,5,38.24,65,31.87,52
2064,40,12,11,20,47.2,80,41.73,66
2065,41,12,11,19,5.44,9,4.65,7
2066,42,12,11,8,15.35,26,13.47,19
2067,43,12,11,18,11.22,19,10.08,12
2068,44,12,11,19,49.94,85,40.71,44
2069,45,12,11,14,10.99,19,9.78,14
2070,46,12,7,14,39.15,74,36.42,67
2071,47,12,7,13,47.96,90,43.74,79
2072,48,12,7,4,37.64,71,35.24,66
2073,49,12,7,9,25.62,48,24.65,35
2074,50,12,7,20,41.83,79,38.89,65
2075,51,12,7,19,9.84,19,8.96,14
2076,52,12,7,16,38.7,73,36.01,46
2077,53,12,7,17,51.48,97,49.92,93
2078,54,12,7,18,20.51,39,18.56,36
2079,55,12,7,20,36.89,69,32.92,41
2080,56,12,7,14,13.86,26,13.46,20
2081,57,12,7,5,32.55,61,31.71,35
2082,58,12,7,10,40.1,76,37.19,59
2083,59,12,7,3,2.74,5,2.71,5
2084,60,12,7,17,48.56,91,45.95,57
2085,61,12,7,3,13.58,26,13.57,15
2086,62,12,11,13,53.04,90,42.84,60
2087,63,12,11,14,23.37,40,20.62,21
2088,64,12,11,9,32.75,56,27.6,54
2089,65,12,11,20,47.57,81,42.67,65
2090,66,12,11,9,15.38,26,12.42,18
2091,67,12,11,16,43.07,73,34.57,40
2092,68,12,11,15,28.84,49,25.23,46
2093,69,12,11,15,44.12,75,36.99,71
2094,70,12,11,5,55.98,95,45.1,71
2095,71,12,11,7,40.82,69,36.7,65
2096,72,12,11,10,50.23,85,40.98,60
2097,73,12,11,3,56.28,95,50.27,49
2098,74,12,11,18,17.77,30,14.37,21
2099,75,12,11,18,56.6,96,47.06,71
2100,76,12,11,5,42.79,73,36.91,69
2101,77,12,11,6,25.73,44,21.99,31
2102,78,12,11,12,41.01,70,33.94,49
2103,79,12,11,2,16.59,28,14.71,21
2104,80,12,11,6,41.29,70,33.53,50
2105,81,12,11,1,51.67,88,44.5,58
2106,82,12,11,18,6.78,11,5.59,7
2107,83,12,11,8,3.58,6,3.15,4
2108,84,12,11,7,49.75,84,44.33,69
2109,85,12,11,18,37.76,64,30.65,53
2110,86,12,11,11,42.55,72,38.14,55
